id,sender,received_at,text
4086,الأهلي,2024-11-26T10:49:00,"ATM withdrawal ر.س 79,941.03 from account ***274 on 26/11/2024. Available balance ر.س 165,995.20"
4087,بنك الرياض,2024-03-13T17:27:00,"Dear customer, service sms alerts was activated on account ***254. Call 966583182610 for help"
4088,alrajhi,2024-06-14T00:52:00,"Salary of AED 36,871.00 credited to account ***500 on 2024-06-14"
4089,الأهلي,2024-03-30T17:54:00,"Salary of ر.س 81,139.49 credited to account ***661 on 2024-03-30"
4090,الراجحي,2024-06-07T08:23:00,"Bill payment AED 8,116.66 to بنده succeeded. Fee AED 7.03. Ref 799953151"
4091,riyad bank,2024-01-07T11:11:00,"‏عملية شراء بمبلغ 22,736.03 AED لدى بنده بالبطاقة ****5728 بتاريخ 07/01/2024 الرصيد المتاح 411,200.75‎"
4092,الراجحي,2024-11-23T23:39:00,"Dear customer, service apple pay was activated on account ***585. Call 966536046858 for help"
4093,الأهلي,2024-02-01T10:35:00,"تم تحويل مبلغ 2,669.45 USD الى sara a. رقم المرجع 517105045 الرصيد 241,718.32"
4094,snb,2024-09-30T01:08:00,"ATM withdrawal AED 32,918.58 from account ***503 on 2024-09-30. Available balance AED 183,492.51"
4095,الأهلي,2024-10-19T22:16:00,Your OTP is 781951. Valid for 15 minutes. Do not share it with anyone
4096,الراجحي,2024-10-06T03:31:00,Your card xxxx4062 was declined at صيدلية النهدي due to insufficie
4097,alrajhi,2024-05-18T14:51:00,Your  card xxxx4743 was declined at صيدلية النهدي due to insufficient funds
4098,riyad bank,2024-10-24T23:11:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***624 للاستفسار اتصل على 966563639043
4099,الأهلي,2024-02-22T15:08:00,Your OTP is 182420. Valid for 10 minutes. Do not share it with anyone
4100,riyad bank,2024-06-04T09:44:00,"تم ايداع راتب بمبلغ 87,578.61 ر.س في الحساب ***798 بتاريخ 2024-06-04"
4101,riyad bank,2024-10-20T00:20:00,"Salary of SAR 86,290.40 credited to account ***896 on 20/10/2024"
4102,alrajhi,2024-04-19T13:12:00,"تم ايداع راتب بمبلغ 17,847.36 ر.س في الحساب ***220 بتاريخ 19/04/2024"
4103,snb,2024-08-04T11:30:00,"‏Purchase of Ø±.Ø³ 84,147.71 at jarir bookstore on card ending ****5768 on 04/08/2024 11:30. Available balance ر.س 197,839.09‎"
4104,الأهلي,2024-02-11T21:23:00,‏خصم رسوم 63.03 ر.س على الحساب ***460 رقم العملية 674579626‎
4105,alrajhi,2024-09-26T09:13:00,"‏تم ايداع راتب بمبلغ 17,323.91 USD في الحساب ***912 بتاريخ 26/09/2024‎ -riyad bank"
4106,الأهلي,2024-04-18T04:19:00,"Salary of AED 81,997.74 credited to account ***734 on 2024-04-18"
4107,بنك الرياض,2024-07-04T21:13:00,Your  OTP is 554552. Valid for 10 minutes. Do not share it with anyone
4108,بنك الرياض,2024-09-04T19:54:00,"عملية  شراء بمبلغ 10,884.55 ر.س لدى starbucks بالبطاقة xxxx6149 بتاريخ 04/09/2024 الرصيد المتاح 363,384.50"
4109,بنك الرياض,2024-01-22T04:58:00,"تم Ø§ÙŠØ¯Ø§Ø¹ Ø±Ø§ØªØ¨ Ø¨Ù…Ø¨Ù„Øº 58,407.18 SAR Ùي الحساب ***961 بتاريخ 2024-01-22"
4110,riyad bank,2024-06-06T00:25:00,"تم تحويل مبلغ 78,992.64 SAR الى نورة الشمري رقم المرجع 818189720 الرصيد 303,755.91"
4111,snb,2024-11-25T17:10:00,Your OTP is 605354. Valid for 5 minutes. Do not share it with anyone
4112,alrajhi,2024-01-17T19:40:00,"Purchase of ر.س 33,293.80 at بنده on card ending xxxx4407 on 17/01/2024 19:40. Available balance ر.س 368,279.01"
4113,riyad bank,2024-10-28T14:41:00,"Purchase of AED 11,259.93 at amazon.sa on card ending ****3946 on 2024-10-28 14:41. Available balance AED 425,731.24"
4114,الأهلي,2024-03-02T03:15:00,"تم ØªØ­ÙˆÙŠÙ„ Ù…Ø¨Ù„Øº 74,739.43 AED Ø§Ù„Ù‰ Ø®Ø§Ù„Ø¯ Ø§Ù„Ø¹ØªÙŠبي رقم المرجع 474590209 الرصيد 71,622.38"
4115,riyad bank,2024-08-12T05:31:00,"Purchase  of ر.س 75,320.75 at بنده on card ending ****1297 on 12/08/2024 05:31. Available balance ر.س 68,183.60"
4116,alrajhi,2024-11-22T09:19:00,Your card ****1070 was declined at صيدلية النهدي due to insufficient funds
4117,snb,2024-08-01T11:26:00,"Bill payment ر.س 69,319.54 to amazon.sa succeeded. Fee ر.س 98.78. Ref 829254241"
4118,alrajhi,2024-01-15T08:49:00,"ATM withdrawal USD 21,282.55 from account ***131 on 15/01/2024. Available balance USD 419,234.82"
4119,الأهلي,2024-01-17T05:50:00,"‏عملية شراء بمبلغ 16,601.73 AED لدى بنده بالبطاقة xxxx3341 بتاريخ 17/01/2024 الرصيد المتاح 21,930.14‎"
4120,بنك الرياض,2024-04-27T00:42:00,‏خصم رسوم 31.75 ر.س على الحساب ***816 رقم العملية 546086110‎
4121,snb,2024-01-21T19:21:00,خصم Ø±Ø³ÙˆÙ… 67.77 USD Ø¹Ù„Ù‰ Ø§Ù„Ø­Ø³Ø§Ø¨ ***702 رقم العملية 794853178
4122,alrajhi,2024-01-08T10:00:00,"Bill payment AED 54,038.57 to صيدلية النهدي succeeded. Fee AED 42.37. Ref 714687685"
4123,الراجحي,2024-11-17T19:45:00,"Salary of SAR ٧٧,٢٣٤.٥٧ credited to account ***٤٨٦ on ٢٠٢٤-١١-١٧"
4124,alrajhi,2024-01-14T12:25:00,"Dear customer, service المدفوعات الدولية was activated on account ***922. Call 966513558739 for help"
4125,snb,2024-03-08T05:27:00,"عملية شراء بمبلغ 65,809.84 ر.س لدى starbucks بالبطاقة xxxx7637 بتاريخ 08/03/2024 الرصيد المتاح 126,429.76"
4126,snb,2024-12-11T10:04:00,"تم ايداع راتب بمبلغ 53,433.76 AED في الحساب ***296 بتا"
4127,بنك الرياض,2024-09-20T11:12:00,"تم ايداع راتب بمبلغ 66,661.04 SAR في الحساب ***400 بتاريخ 2024-09-20"
4128,riyad bank,2024-11-08T13:26:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***582 للاستفسار اتصل على 966551703236
4129,alrajhi,2024-06-06T08:22:00,"سحب نقدي 86,225.09 SAR من الحساب ***648 بتاريخ 06/06/2024 الرصيد "
4130,riyad bank,2024-03-26T12:37:00,"Salary of ر.س 2,370.86 credited to account ***208 on 2024-03-26"
4131,بنك الرياض,2024-11-18T23:31:00,Your  OTP is 876737. Valid for 10 minutes. Do not share it with anyone
4132,snb,2024-04-01T11:34:00,‏Your OTP is 686573. Valid for 10 minutes. Do not share it with anyone‎
4133,riyad bank,2024-11-16T19:07:00,"Purchase of AED 1,273.37 at starbucks on card ending ****5200 on 2024-11-16 19:07. Available balance AED 438,690.25 thank you"
4134,بنك الرياض,2024-04-02T06:02:00,"ATM withdrawal SAR 74,726.88 from account ***689 on 02/04/2024. Available balance SAR 186,112.20"
4135,الراجحي,2024-07-25T23:27:00,"Dear customer, service الحوالات الفورية was activated on account ***796. Call 966555330492 for help"
4136,alrajhi,2024-05-23T15:09:00,"‏سحب نقدي 78,230.02 ر.س من الحساب ***925 بتاريخ 23/05/2024 الرصيد المتاح 353,806.29‎"
4137,الراجحي,2024-05-20T15:35:00,"Purchase of ر.س 54,994.01 at jarir bookstore on card ending xxxx8730 on 20/05/2024 15:35. Available balance ر.س 253,109.19"
4138,بنك الرياض,2024-05-24T21:24:00,"تم  ايداع راتب بمبلغ 64,091.54 ر.س في الحساب ***676 بتاريخ 24/05/2024"
4139,riyad bank,2024-06-07T20:14:00,"ATM withdrawal ر.س 57,304.53 from account ***449 on 07/06/2024. Available balance ر.س 201,443.09"
4140,snb,2024-01-14T10:27:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***107 للاستفسار اتصل على 966555927459
4141,الأهلي,2024-10-15T05:26:00,"‏Salary of USD 89,638.18 credited to account ***189 on 15/10/2024‎"
4142,riyad bank,2024-09-08T01:06:00,"Bill payment USD 86,391.36 to بنده succeeded. Fee USD 63.01. Ref 235781758"
4143,riyad bank,2024-01-18T16:09:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***352 للاستفسار اتصل على 966547992429 شكرا لك
4144,snb,2024-12-07T09:14:00,"Dear customer, service الحوالات الفورية was activated on account ***274. Call 966596773958 for help"
4145,alrajhi,2024-02-03T08:16:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***927 للاستفسار اتصل على 966595971561
4146,riyad bank,2024-05-20T20:55:00,Your card ****9314 was declined at هنقرستيشن due to insufficient funds
4147,snb,2024-12-06T03:51:00,خصم رسوم 40.11 AED على الحساب ***783 رقم العملية 935
4148,snb,2024-08-10T20:02:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***843 للاستفسار اتصل على 966588636818
4149,riyad bank,2024-02-12T13:14:00,"Dear customer, service sms alerts was activated on account ***447. Call 966527768685 for help"
4150,بنك الرياض,2024-08-19T23:47:00,"Purchase of SAR 74,561.76 at صيدلية النهدي on card ending xxxx8070 on 19/08/2024 23:47. Available balance SAR 452,169.27"
4151,الراجحي,2024-11-24T18:50:00,"Purchase of SAR 23,010.19 at jarir bookstore on card ending ****4558 on 2024-11-24 18:50. Available balance SAR 93,546.70"
4152,الأهلي,2024-02-07T16:39:00,"سحب نقدي 40,504.03 USD من الحساب ***331 بتاريخ 07/02/2024 الرصيد المتاح 268,096.20"
4153,alrajhi,2024-02-23T02:16:00,"Purchase  of AED 37,615.65 at starbucks on card ending ****1702 on 23/02/2024 02:16. Available balance AED 45,295.39"
4154,alrajhi,2024-01-01T15:35:00,"تم تحويل مبلغ 86,449.37 SAR الى acme trading llc رقم المرجع 866009562 الرصيد 146,531.04"
4155,بنك الرياض,2024-08-30T16:25:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***797 للاستفسار اتصل على 966520289238
4156,بنك الرياض,2024-03-12T15:41:00,"سحب نقدي 50,180.71 AED من الحساب ***253 بتاريخ 2024-03-12 الرصيد المتاح 363,516.17"
4157,snb,2024-10-13T11:03:00,"Transfer of USD 58,396.66 to sara a. completed. Ref 559843775. Balance USD 485,714.87"
4158,الراجحي,2024-07-07T04:05:00,"تم تحويل مبلغ ٥٨,٧٢١.٩٩ ر.س الى acme trading llc رقم المرجع ١٣٢٢٨٥٩٦٤ الرصيد ٣٤٥,٦٣٤.٧٢"
4159,snb,2024-08-27T15:08:00,"‏Purchase of AED 60,510.81 at Ø¨Ù†Ø¯Ù‡ on card ending xxxx9370 on 27/08/2024 15:08. Available balance AED 49,565.32‎ شكرا لك"
4160,بنك الرياض,2024-08-22T03:10:00,"‏ATM withdrawal SAR 82,213.87 from account ***920 on 22/08/2024. Available balance SAR 148,495.81‎"
4161,الأهلي,2024-08-26T22:15:00,"تم تحويل مبلغ ٧,٥٦٠.٢٩ SAR الى نورة الشمري رقم المرجع ٧٠١٨٤٥٧٤٣ "
4162,بنك الرياض,2024-03-17T00:35:00,"Bill payment USD 62,794.72 to Ø¨Ù†Ø¯Ù‡ succeeded. Fee USD 14.16. Ref 390341944"
4163,الراجحي,2024-07-18T12:25:00,رمز  التحقق الخاص بك هو 286790 صالح لمدة 5 دقائق لا تشاركه مع احد
4164,الراجحي,2024-10-19T18:26:00,"Salary of ر.س 54,780.24 credited to account ***369 on 19/10/2024"
4165,riyad bank,2024-01-04T06:40:00,"Dear customer, service المدفوعات الدولية was activated on account ***٣٦٠. Call ٩٦٦٥٤٨٧٧٦٤١١ for help شكرا لك"
4166,الأهلي,2024-11-03T02:03:00,"Transfer  of SAR 23,522.00 to خالد العتيبي completed. Ref 133217059. Balance SAR 281,689.52"
4167,alrajhi,2024-09-10T21:19:00,"تم ايداع راتب بمبلغ 35,508.79 AED في الحساب ***404 بتاريخ 10/09/2024"
4168,بنك الرياض,2024-10-29T09:31:00,Your card ****3861 was declined at amazon.sa due to insu
4169,الراجحي,2024-08-28T13:06:00,"سحب نقدي 39,760.95 USD من الحساب ***127 بتاريخ 2024-08-28 الرصيد المتاح 341,404.77"
4170,الأهلي,2024-07-26T17:16:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***179 للاستفسار اتصل على 966519047438
4171,snb,2024-11-14T21:23:00,"تم تحويل مبلغ 69,120.15 ر.س الى acme trading llc رقم المرجع 316304195 الرصيد 38,092.32"
4172,riyad bank,2024-06-09T20:35:00,"تم  ايداع راتب بمبلغ 83,251.81 USD في الحساب ***616 بتاريخ 09/06/2024"
4173,alrajhi,2024-02-16T02:51:00,"عملية  شراء بمبلغ 35,810.55 ر.س لدى بنده بالبطاقة ****7408 بتاريخ 16/02/2024 الرصيد المتاح 88,709.41"
4174,riyad bank,2024-04-20T05:15:00,"Dear  customer, service sms alerts was activated on account ***376. Call 966566682506 for help"
4175,riyad bank,2024-05-08T04:53:00,"عملية شراء بمبلغ 12,742.94 AED لدى jarir bookstore بالبطاقة xxxx2037 بتاريخ 2024-05-08 الرصيد المتاح 139,089.70"
4176,alrajhi,2024-06-28T18:13:00,"Purchase of SAR 2,630.48 at Ù‡Ù†Ù‚Ø±Ø³ØªÙŠØ´Ù† on card ending xxxx7536 on 28/06/2024 18:13. Available balance SAR 276,180.53"
4177,بنك الرياض,2024-04-24T20:02:00,Your OTP is 606429. Valid for 15 minutes. Do not share it with anyone
4178,الأهلي,2024-11-06T19:56:00,"‏ATM withdrawal USD 28,909.38 from account ***932 on 2024-11-06. Available balance USD 364,780.89‎"
4179,بنك الرياض,2024-02-20T19:13:00,Your  OTP is ٩٩٠٨٠٩. Valid for ١٠ minutes. Do not share it with anyone
4180,الراجحي,2024-08-01T23:29:00,"ATM withdrawal USD 25,539.74 from account ***533 on 01/08/2024. Available balance USD 279,085.47"
4181,alrajhi,2024-10-30T21:35:00,"Dear  customer, service الحوالات الفورية was activated on account ***496. Call 966565454470 for help"
4182,snb,2024-09-22T15:36:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***168 للاستفسار اتصل على 966553497758
4183,الأهلي,2024-09-06T09:26:00,"Salary of AED 23,982.51 credited to account ***272 on 2024-09-06"
4184,الراجحي,2024-06-21T07:54:00,"تم  تحويل مبلغ 46,156.43 SAR الى خالد العتيبي رقم المرجع 512001413 الرصيد 378,802.49"
4185,الراجحي,2024-05-22T04:25:00,"تم تحويل مبلغ 57,117.77 AED الى نورة الشمري رقم المرجع 115033492 الرصيد 406,955.55 شكرا لك"
4186,riyad bank,2024-03-07T02:28:00,"تم ايداع راتب بمبلغ 77,534.08 USD في الحساب ***713 بتاريخ 2024-03-07"
4187,riyad bank,2024-09-30T00:45:00,"Transfer  of AED 76,806.29 to sara a. completed. Ref 778118038. Balance AED 158,278.76"
4188,snb,2024-05-23T10:20:00,Your card xxxx9388 was declined at صيدلية النهدي due to insufficient funds
4189,الأهلي,2024-02-23T10:02:00,"Transfer of SAR 71,485.62 to acme trading llc completed. Ref 304725618. Balance SAR 280,936.22"
4190,الراجحي,2024-11-25T01:01:00,"Purchase of USD 78,531.56 at carrefour hyper on card ending xxxx8166 on 2024-11-25 01:01. Available balance USD 421,690.74"
4191,الراجحي,2024-07-27T05:58:00,"Transfer of AED 67,340.99 to sara a. completed. Ref 729669508. Balance AED 27"
4192,riyad bank,2024-09-12T05:28:00,Your card xxxx8998 was declined at هنقرستيشن due to insufficient funds
4193,snb,2024-05-02T19:57:00,"تم تحويل مبلغ 58,885.63 USD الى acme trading llc رقم المرجع 748903800 الرصيد 479,879.09"
4194,الراجحي,2024-09-29T07:38:00,"تم  تحويل مبلغ 7,007.76 AED الى mohammed ali رقم المرجع 656926507 الرصيد 89,836.03"
4195,الراجحي,2024-09-15T02:11:00,"تم تحويل مبلغ 39,252.03 USD الى mohammed ali رقم المرجع 856141098 الرصيد 34,844.96"
4196,snb,2024-01-07T05:23:00,Your OTP is 938219. Valid for 5 minutes. Do not share it with anyone
4197,الأهلي,2024-07-02T00:47:00,"Dear customer, service sms alerts was activated on account ***862. Call 966517670322 for help"
4198,الأهلي,2024-11-16T11:57:00,رمز التحقق الخاص بك هو 660470 صالح لمدة 15 دقائق لا تشاركه مع احد
4199,snb,2024-02-13T19:05:00,"Transfer of USD 56,609.78 to نورة الشمري completed. Ref 223129494. Balance USD 354,695.53"
4200,الأهلي,2024-02-24T12:26:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***314 للاستفسار اتصل على 966593143210 thank you
4201,riyad bank,2024-10-11T11:42:00,"Salary of ر.س 29,339.02 credited to account ***513 on 11/10/2024"
4202,الراجحي,2024-09-20T12:36:00,"Salary of SAR 36,116.71 credited to account ***141 on 2024-09-20"
4203,الأهلي,2024-11-19T13:20:00,Your card ****٩٧٧٢ was declined at starbucks due to insufficient funds
4204,alrajhi,2024-05-07T01:03:00,"Dear customer, service Ø§Ù„Ø­ÙˆØ§Ù„Ø§Øª Ø§Ù„ÙÙˆØ±ÙŠØ© was activated on account ***835. Call 966511708267 for help"
4205,الأهلي,2024-08-06T09:03:00,"‏عملية شراء بمبلغ 69,823.86 AED لدى هنقرستيشن بالبطاقة ****1818 بتاريخ 2024-08-06 الرصيد المتاح 153,654.53‎"
4206,بنك الرياض,2024-11-17T13:48:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***٣٧٥ للاستفسار اتصل على ٩٦٦٥٨٨٣٩٤١٣٩
4207,riyad bank,2024-08-03T16:34:00,"Dear  customer, service الحوالات الفورية was activated on account ***848. Call 966552186131 for help"
4208,riyad bank,2024-01-27T03:49:00,"عملية شراء بمبلغ ٤٨,٢٠٢.٦٥ USD لدى صيدلية النهدي بالبطاقة ****٤٩١٧ بتاريخ ٢٧/٠١/٢٠٢٤ الرصيد المتاح ٣٤٦,٤٥٨.٥٤ thank you"
4209,الأهلي,2024-08-13T05:58:00,"Dear customer, service sms alerts was activated on account ***431. Call 966559229695 for help"
4210,الأهلي,2024-08-15T21:01:00,"‏Bill  payment USD 47,608.66 to carrefour hyper succeeded. Fee USD 23.49. Ref 401421521‎"
4211,بنك الرياض,2024-05-28T18:53:00,"‏Transfer of Ø±.Ø³ 81,275.03 to Ø®Ø§Ù„Ø¯ Ø§Ù„Ø¹ØªÙŠØ¨ÙŠ completed. Ref 722047110. Balance ر.س 274,579.12‎"
4212,بنك الرياض,2024-08-15T13:54:00,"Dear customer, service المدفوعات الدولية was activated on account ***٩٣١. Call ٩٦٦٥٢٢٥٤٩٦٦٨ for help"
4213,alrajhi,2024-12-08T15:28:00,"Purchase of SAR 86,536.40 at نون on card ending ****8561 on 2024-12-08 15:28. Available balance SAR 461,583.89"
4214,snb,2024-04-12T22:47:00,خصم رسوم 46.45 AED على الحساب ***985 رقم العملية 905715419
4215,alrajhi,2024-07-15T16:20:00,"عملية شراء بمبلغ 5,400.96 ر.س لدى هنقرستيشن بالبطاقة ****3558 بتاريخ 2024-07-15 الر"
4216,snb,2024-10-29T14:33:00,"عملية شراء بمبلغ 81,655.71 AED لدى carrefour hyper بالبطاقة xxxx7292 بتاريخ 2024-10-29 الرصيد المتاح 209,061.21"
4217,alrajhi,2024-11-25T01:26:00,Your card xxxx5511 was declined at amazon.sa due to insufficient funds
4218,riyad bank,2024-02-18T22:24:00,"Salary of AED 72,900.42 credited to account ***388 on 18/02/2024"
4219,snb,2024-12-06T00:21:00,"Salary of SAR 41,445.05 credited to account ***517 on 06/12/2024"
4220,snb,2024-05-22T21:02:00,"تم تحويل مبلغ 69,864.07 AED الى sara a. رقم المرجع 782130467 الرصيد 132,285.94"
4221,alrajhi,2024-06-13T22:45:00,رمز التحقق الخاص بك هو 433515 صالح لمدة 10 دقائق لا تشاركه مع احد
4222,snb,2024-05-20T19:26:00,"Bill payment ر.س 2,652.76 to amazon.sa succeeded. Fee ر.س 80.61. Ref 183685591"
4223,بنك الرياض,2024-09-11T16:22:00,"Bill payment USD 57,459.96 to amazon.sa succeeded. Fee USD 47.83. Ref 239649111"
4224,alrajhi,2024-08-22T11:09:00,"‏Transfer of Ø±.Ø³ 3,624.48 to sara a. completed. Ref 535909878. Balance ر.س 315,310.63‎"
4225,الراجحي,2024-02-06T11:31:00,"تم  ايداع راتب بمبلغ ٦,٢٤١.٩٦ SAR في الحساب ***٨٤٠ بتاريخ ٠٦/٠٢/٢٠٢٤"
4226,الأهلي,2024-06-23T19:13:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***219 للاستفسار اتصل على 966538884935
4227,بنك الرياض,2024-02-10T05:05:00,"ATM withdrawal USD 87,110.93 from account ***385 on 2024-02-10. Available balance USD 274,293.25"
4228,الأهلي,2024-07-14T21:37:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***172 للاستفسار اتصل على 966538786696
4229,الأهلي,2024-08-25T10:02:00,"تم تحويل مبلغ 52,354.54 SAR الى mohammed ali رقم المرجع 812259239 الرصيد 244,111.88"
4230,snb,2024-03-26T13:20:00,"Salary of AED 89,886.71 credited to account ***349 on 26/03/2024"
4231,alrajhi,2024-06-14T23:53:00,رمز Ø§Ù„ØªØ­Ù‚Ù‚ Ø§Ù„Ø®Ø§Øµ Ø¨Ùƒ Ù‡Ùˆ 877826 ØµØ§Ù„Ø­ لمدة 10 دقائق لا تشاركه مع احد
4232,riyad bank,2024-10-21T14:06:00,"Purchase of ر.س ٥٨,٩٣٧.٠٥ at amazon.sa on card ending xxxx٦٧٠٩ on ٢١/١٠/٢٠٢٤ ١٤:٠٦. Available balance ر.س ٧١,٢٣٤.٥٠"
4233,بنك الرياض,2024-09-23T15:20:00,"Salary  of AED 51,344.86 credited to account ***701 on 23/09/2024"
4234,snb,2024-11-10T23:10:00,عزيزنا  العميل تم تفعيل خدمة sms alerts على حسابك ***363 للاستفسار اتصل على 966552283005
4235,الراجحي,2024-07-23T17:29:00,"‏سحب نقدي 39,748.41 AED من الحساب ***511 بتاريخ 23/07/2024 الرصيد المتاح 67,102.53‎"
4236,alrajhi,2024-09-05T21:37:00,Your OTP is 340009. Valid for 5 minutes. Do not share it with anyone
4237,الأهلي,2024-01-20T13:20:00,"عملية شراء بمبلغ ١٩,٧٩٤.٣٧ ر.س لدى نون بالبطاقة xxxx١٩٠١ بتاريخ ٢٠٢٤-٠١-٢٠ الرصيد المتاح ٨٢,٢٠٤.٢٤"
4238,snb,2024-06-03T22:33:00,خصم  رسوم 30.51 SAR على الحساب ***293 رقم العملية 609788574
4239,الأهلي,2024-02-07T18:08:00,"Dear customer, service apple pay was activated on account ***272. Call 966542857782 for help"
4240,alrajhi,2024-09-05T12:12:00,"تم تحويل مبلغ 66,271.77 AED الى نورة الشمري رقم المرجع 968037541 الرصيد 150,263.20"
4241,riyad bank,2024-03-13T02:45:00,"تم ØªØ­ÙˆÙŠÙ„ Ù…Ø¨Ù„Øº 70,840.33 AED Ø§Ù„Ù‰ Ø®Ø§Ù„Ø¯ Ø§Ù„Ø¹ØªÙŠØ¨ي رقم المرجع 604043660 الرصيد 307,748.60"
4242,الأهلي,2024-12-03T02:32:00,خصم رسوم 70.60 USD على الحساب ***641 رقم العملية 724989022
4243,alrajhi,2024-01-17T10:45:00,"تم ايداع راتب بمبلغ 49,081.34 AED في الحساب ***111 بتاريخ 17/01/2024"
4244,snb,2024-07-13T23:08:00,Your OTP is 858860. Valid for 10 minutes. Do not share it with anyone
4245,بنك الرياض,2024-11-24T09:39:00,Your OTP is 263321. Valid for 15 minutes. Do not share it with anyone
4246,الأهلي,2024-09-19T04:29:00,"Dear customer, service الحوالات الفورية was activated on account ***576. Call 966525398513 for help"
4247,riyad bank,2024-06-26T13:41:00,Your  OTP is 74085. Valid for 5 minutes. Do not share it with anyone
4248,الراجحي,2024-11-01T09:24:00,"عملية شراء بمبلغ 10,857.96 AED لدى amazon.sa بالبطاقة ****9031 بتاريخ 01/11/2024 الرصيد المتاح 361,547.59"
4249,snb,2024-02-01T02:28:00,"Transfer of AED 56,666.85 to نورة الشمري completed. Ref 941525411. Balance AED 247,083.19"
4250,الراجحي,2024-11-16T04:48:00,"تم ايداع راتب بمبلغ 66,399.00 SAR في الحساب ***508 بتاريخ 16/11/2024"
4251,snb,2024-09-10T03:12:00,Your OTP is 799124. Valid for 10 minutes. Do not share it with anyone
4252,snb,2024-09-27T15:14:00,"تم ايداع راتب بمبلغ 83,283.69 ر.س في الحساب ***819 بتاريخ 2024-09-27"
4253,riyad bank,2024-07-28T15:24:00,"Bill payment USD 31,014.00 to amazon.sa succeeded. Fee USD 70.5"
4254,riyad bank,2024-05-13T12:39:00,Your OTP is 975081. Valid for 15 minutes. Do not share it with anyone thank you
4255,snb,2024-02-19T13:26:00,"Salary of USD ٤٥,٣٠١.٥٨ credited to account ***٤١١ on ٢٠٢٤-٠٢-١٩"
4256,الراجحي,2024-07-03T03:20:00,"Transfer of AED 38,974.59 to acme trading llc completed. Ref 567932001. Balance AED 98,483.83"
4257,riyad bank,2024-04-25T04:10:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***941 للاستفسار اتصل على 966554647585
4258,riyad bank,2024-11-06T05:24:00,"Purchase of ر.س 60,254.62 at نون on card ending xxxx6696 on 06/11/2024 05:24. Available balance ر.س 282,858.50"
4259,الأهلي,2024-02-06T07:55:00,Your OTP is 923922. Valid for 15 minutes. Do not share it with anyone
4260,بنك الرياض,2024-12-04T04:22:00,Bill payment ر.س 308.61 to starbucks succeeded. Fee ر.س 70.78. Ref 951518062
4261,alrajhi,2024-09-15T08:20:00,"ATM withdrawal SAR 44,183.78 from account ***548 on 15/09/2024. Available balance SAR 355,595.97"
4262,riyad bank,2024-09-22T02:20:00,Your OTP is 72391. Valid for 10 minutes. Do not share it with anyone
4263,الأهلي,2024-09-01T02:31:00,‏Your card ****1499 was declined at صيدلية النهدي due to insufficient funds‎
4264,alrajhi,2024-05-02T23:31:00,"Purchase  of Ø±.Ø³ 17,851.14 at jarir bookstore on card ending ****3162 on 02/05/2024 23:31. Available balance ر.س 427,384.43"
4265,الراجحي,2024-01-19T19:10:00,"‏Purchase of SAR ٦٣,١٩٢.٠٦ at نون on card ending ****٣٢٢٤ on ١٩/٠١/٢٠٢٤ ١٩:١٠. Available balance SAR ٣٧١,٠٥٨.٧٣‎"
4266,alrajhi,2024-07-23T06:41:00,"Salary  of AED 51,372.06 credited to account ***366 on 2024-07-23 -alrajhi"
4267,alrajhi,2024-05-07T07:58:00,‏عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***522 للاستفسار اتصل على 966588601522‎
4268,الأهلي,2024-02-21T22:28:00,"ATM withdrawal USD 37,649.29 from account ***163 on 2024-02-21. Available balance USD 75,344.17"
4269,alrajhi,2024-08-24T06:34:00,"Salary of ر.س 27,279.60 credited to account ***788 on 2024-08-24"
4270,بنك الرياض,2024-10-31T22:57:00,"Transfer  of USD 13,812.29 to خالد العتيبي completed. Ref 453339972. Balance USD 209,261.53"
4271,الأهلي,2024-07-31T05:44:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***٦١٨ للاستفسار اتصل على ٩٦٦٥١٩١١١٧٤٢
4272,الراجحي,2024-02-28T17:31:00,"ATM withdrawal ر.س 51,304.99 from account ***983 on 2024-02-28. Available balance ر.س 238,890.36"
4273,riyad bank,2024-03-02T06:33:00,"سحب  نقدي 61,704.96 ر.س من الحساب ***364 بتاريخ 02/03/2024 الرصيد المتاح 389,664.84"
4274,الراجحي,2024-07-29T07:47:00,"تم  ايداع راتب بمبلغ 31,273.99 USD في الحساب ***389 بتاريخ 2024-07-29"
